City,Colors Reported,Shape Reported,State,Time,sightings,Year
Anacortes,,LIGHT,WA,2005-11-27 19:40:00,5,2005
Groton,,LIGHT,CT,2005-11-27 23:30:00,5,2005
Apex,,SpaceShip,NC,2005-11-28 04:35:00,10,2005
Guaymas Sonora,BLUE,FIREBALL,AL,2005-11-28 09:10:00,10,2005
Katy,,LIGHT,TX,2005-11-28 18:00:00,10,2005
Koror,,CIRCLE,HI,2005-11-28 18:45:00,10,2005
Burnsville,,LIGHT,NC,2005-11-28 19:45:00,10,2005
Burr Oak,,DISK,MI,2005-11-28 22:00:00,10,2005
Gilbert,,FORMATION,AZ,2005-11-28 22:45:00,10,2005
Delevan,,CIGAR,NY,2005-11-28 23:00:00,10,2005
Sandston,,SpaceShip,VA,2005-11-28 23:30:00,10,2005
Westerville,,DISK,OH,2005-11-28 23:30:00,10,2005
Burnsville,,LIGHT,NC,2005-11-29 00:00:00,9,2005
Mamaroneck,,LIGHT,NY,2005-11-29 00:04:00,9,2005
Orlando,,LIGHT,FL,2005-11-29 06:45:00,9,2005
Grove Hill,,SpaceShip,AL,2005-11-29 07:44:00,9,2005
Columbus,,CYLINDER,OH,2005-11-29 15:15:00,9,2005
Buckeye,,LIGHT,AZ,2005-11-29 16:25:00,9,2005
Lewes,,LIGHT,DE,2005-11-29 17:30:00,9,2005
Orlando,,LIGHT,FL,2005-11-29 18:35:00,9,2005
Burnsville,,LIGHT,NC,2005-11-29 18:45:00,9,2005
Charlottesville,,OTHER,VA,2005-11-30 14:44:00,6,2005
Owensville,,SPHERE,IN,2005-11-30 17:30:00,6,2005
Princeton,,CIRCLE,IN,2005-11-30 17:50:00,6,2005
Gage,,LIGHT,OK,2005-11-30 19:00:00,6,2005
Avondale,,LIGHT,AZ,2005-11-30 20:00:00,6,2005
Wanamassa,,FIREBALL,NJ,2005-11-30 22:00:00,6,2005
Acworth,BLUE,SPHERE,GA,2005-12-01 05:00:00,11,2005
Lexington,,CHEVRON,KY,2005-12-01 05:30:00,11,2005
Tuscola,,LIGHT,TX,2005-12-01 06:00:00,11,2005
Miami,,FLASH,FL,2005-12-01 07:10:00,11,2005
Easley,,SpaceShip,SC,2005-12-01 17:00:00,11,2005
Gadsden,BLUE,OTHER,AL,2005-12-01 18:00:00,11,2005
Bonner Springs,,LIGHT,KS,2005-12-01 18:39:00,11,2005
Arizona City,ORANGE,CIRCLE,AZ,2005-12-01 20:00:00,11,2005
Graham,,CIRCLE,WA,2005-12-01 21:00:00,11,2005
Tallahassee,,CIGAR,FL,2005-12-01 21:00:00,11,2005
Edmond,,LIGHT,OK,2005-12-01 22:00:00,11,2005
Montgomery,,RECTANGLE,AL,2005-12-02 00:00:00,8,2005
Genesee Depot,,CIGAR,WI,2005-12-02 17:15:00,8,2005
Lexington,RED BLUE,CIRCLE,KY,2005-12-02 18:20:00,8,2005
Monmouth,,TEARDROP,NJ,2005-12-02 18:23:00,8,2005
Murray,,LIGHT,KY,2005-12-02 19:00:00,8,2005
Burney,,SpaceShip,CA,2005-12-02 19:30:00,8,2005
Davis,,FORMATION,CA,2005-12-02 20:55:00,8,2005
Boston,,LIGHT,MA,2005-12-02 20:57:00,8,2005
Fort Bayard,,LIGHT,NM,2005-12-03 03:00:00,11,2005
Lawrenceville,,LIGHT,GA,2005-12-03 05:45:00,11,2005
Harrison Township,,DISK,MI,2005-12-03 12:30:00,11,2005
Keansburg,,LIGHT,NJ,2005-12-03 17:45:00,11,2005
Ithaca,RED,LIGHT,NY,2005-12-03 18:00:00,11,2005
Robert Moses Beach,,CIRCLE,NY,2005-12-03 18:35:00,11,2005
San Francisco,,SpaceShip,CA,2005-12-03 18:45:00,11,2005
North Port,,CIRCLE,FL,2005-12-03 19:00:00,11,2005
Norwalk,,LIGHT,CA,2005-12-03 19:15:00,11,2005
Folsom,,FORMATION,CA,2005-12-03 19:25:00,11,2005
Williamsburg,,LIGHT,VA,2005-12-03 20:40:00,11,2005
Mesa,,LIGHT,AZ,2005-12-04 02:46:00,3,2005
West Los Angeles,,LIGHT,CA,2005-12-04 11:45:00,3,2005
Fairless Hills,,CHEVRON,PA,2005-12-04 21:00:00,3,2005
Forest Hills,,TEARDROP,NY,2005-12-05 00:25:00,12,2005
Los Alamos,,DISK,NV,2005-12-05 01:00:00,12,2005
Ypsilanti,,OTHER,MI,2005-12-05 07:00:00,12,2005
Santa Ana,,OVAL,CA,2005-12-05 11:50:00,12,2005
Richland,,SpaceShip,WA,2005-12-05 17:25:00,12,2005
Rancho Cucamonga,,LIGHT,CA,2005-12-05 17:30:00,12,2005
Acton,,FIREBALL,CA,2005-12-05 19:40:00,12,2005
Smithshire,,OTHER,IL,2005-12-05 20:00:00,12,2005
Cheyenne,ORANGE,LIGHT,WY,2005-12-05 21:00:00,12,2005
China Spring,,SPHERE,TX,2005-12-05 21:00:00,12,2005
Centennial,,FIREBALL,CO,2005-12-05 22:00:00,12,2005
Centralia,,CIRCLE,WA,2005-12-05 23:00:00,12,2005
Arlington,,LIGHT,TX,2005-12-06 06:00:00,5,2005
Riverside,,OVAL,CA,2005-12-06 06:23:00,5,2005
Palmdale,,SpaceShip,CA,2005-12-06 11:00:00,5,2005
Riverside,GREEN,EGG,CA,2005-12-06 16:35:00,5,2005
Mount Vernon,,LIGHT,WA,2005-12-06 19:30:00,5,2005
Marysville,,LIGHT,WA,2005-12-07 00:50:00,6,2005
Kenosha,,OTHER,WI,2005-12-07 18:30:00,6,2005
North Wilkesboro,RED,FIREBALL,NC,2005-12-07 18:55:00,6,2005
Keen Mtn.,GREEN,OTHER,VA,2005-12-07 19:00:00,6,2005
McDermott,,LIGHT,NV,2005-12-07 20:00:00,6,2005
Parsippany,,OTHER,NJ,2005-12-07 22:00:00,6,2005
Larsen,RED,DIAMOND,WI,2005-12-08 03:45:00,9,2005
Chehalis,,OVAL,WA,2005-12-08 05:30:00,9,2005
Media,,FIREBALL,PA,2005-12-08 13:00:00,9,2005
Las Vegas,,CIRCLE,NV,2005-12-08 15:00:00,9,2005
Thomaston,BLUE,LIGHT,CT,2005-12-08 18:08:00,9,2005
Branford,,LIGHT,CT,2005-12-08 18:30:00,9,2005
Redlands,,VARIOUS,CA,2005-12-08 19:00:00,9,2005
Crawfordville,,LIGHT,FL,2005-12-08 19:30:00,9,2005
Redlands,,VARIOUS,CA,2005-12-08 20:00:00,9,2005
Okmulgee,,CIGAR,OK,2005-12-09 16:40:00,1,2005
Eugene,,CIRCLE,OR,2005-12-10 02:30:00,9,2005
Demarest,RED,CIRCLE,NJ,2005-12-10 16:00:00,9,2005
Phoenix,,OTHER,AZ,2005-12-10 18:00:00,9,2005
Stoughton,,VARIOUS,MA,2005-12-10 18:15:00,9,2005
McCloud,,LIGHT,CA,2005-12-10 19:30:00,9,2005
Dickensonville,,VARIOUS,VA,2005-12-10 19:45:00,9,2005
Maumelle,,CIGAR,AR,2005-12-10 20:00:00,9,2005
Coulee City,,LIGHT,WA,2005-12-10 22:00:00,9,2005
Orland,,LIGHT,CA,2005-12-10 23:50:00,9,2005
Charlotte,,OTHER,NC,2005-12-11 00:00:00,8,2005
Mililani,ORANGE,OVAL,HI,2005-12-11 05:30:00,8,2005
Chicago,,LIGHT,IL,2005-12-11 09:00:00,8,2005
West Dundee,,FIREBALL,IL,2005-12-11 09:45:00,8,2005
San Francisco,,FIREBALL,CA,2005-12-11 18:00:00,8,2005
Fox Park,RED GREEN,SPHERE,WY,2005-12-11 21:15:00,8,2005
Pittsburg,,CIRCLE,CA,2005-12-11 21:30:00,8,2005
Purcellville,,OTHER,VA,2005-12-11 22:30:00,8,2005
Boca Raton,,SpaceShip,FL,2005-12-12 00:00:00,10,2005
Livonia,GREEN,SPHERE,MI,2005-12-12 06:15:00,10,2005
Navarre Beach,,LIGHT,FL,2005-12-12 09:00:00,10,2005
Coalgate,,LIGHT,OK,2005-12-12 18:30:00,10,2005
King of  Prussia,,OTHER,PA,2005-12-12 18:30:00,10,2005
Annapolis,,DISK,MD,2005-12-12 19:00:00,10,2005
Carmen,,SPHERE,ID,2005-12-12 20:00:00,10,2005
Seattle,ORANGE,LIGHT,WA,2005-12-12 20:35:00,10,2005
Austin,,SpaceShip,TX,2005-12-12 22:30:00,10,2005
Evanston,,SPHERE,WY,2005-12-12 23:00:00,10,2005
Poughkeepsie,,OTHER,NY,2005-12-13 00:14:00,14,2005
Bonifay,,DISK,FL,2005-12-13 08:00:00,14,2005
Long Island City,,RECTANGLE,NY,2005-12-13 11:13:00,14,2005
Sault Ste. Marie,,LIGHT,MI,2005-12-13 17:28:00,14,2005
Englewood,,CIRCLE,CO,2005-12-13 18:00:00,14,2005
Fairfield,,OTHER,CA,2005-12-13 18:00:00,14,2005
Harrisburg,,CIRCLE,PA,2005-12-13 18:30:00,14,2005
Harrisburg,,FORMATION,PA,2005-12-13 19:00:00,14,2005
Portland,,FLASH,OR,2005-12-13 19:50:00,14,2005
Crawfordville,,CIGAR,FL,2005-12-13 20:00:00,14,2005
Chesapeake Beach,,FIREBALL,MD,2005-12-13 20:15:00,14,2005
Parma,,FLASH,OH,2005-12-13 20:15:00,14,2005
Los Angeles,,LIGHT,CA,2005-12-13 20:45:00,14,2005
East Springfield,,FIREBALL,PA,2005-12-13 21:30:00,14,2005
Sebring,,LIGHT,FL,2005-12-14 00:00:00,7,2005
Chelmsford,,CIRCLE,MA,2005-12-14 05:48:00,7,2005
Hope Mills,,CYLINDER,NC,2005-12-14 07:05:00,7,2005
Stanley,,DIAMOND,VA,2005-12-14 07:15:00,7,2005
Columbia Falls,,FIREBALL,MT,2005-12-14 08:05:00,7,2005
Welton,,FORMATION,AZ,2005-12-14 18:51:00,7,2005
Aurora,,LIGHT,NY,2005-12-14 19:00:00,7,2005
Wasilla,,SpaceShip,AK,2005-12-15 01:30:00,12,2005
Charlotte,,LIGHT,NC,2005-12-15 06:00:00,12,2005
Yuma,,OTHER,CO,2005-12-15 06:10:00,12,2005
Santa Barbara,RED,CIRCLE,CA,2005-12-15 09:45:00,12,2005
Bolton,,LIGHT,MA,2005-12-15 16:15:00,12,2005
Geneva,,FORMATION,FL,2005-12-15 17:00:00,12,2005
Alexandria,,CIGAR,LA,2005-12-15 19:30:00,12,2005
Brighton,,LIGHT,MI,2005-12-15 20:00:00,12,2005
Culpeper,GREEN,FLASH,VA,2005-12-15 20:00:00,12,2005
Orlando,,LIGHT,FL,2005-12-15 20:25:00,12,2005
James Island,,OTHER,SC,2005-12-15 20:35:00,12,2005
Clarkesville,,OVAL,GA,2005-12-15 22:30:00,12,2005
Jacksonville,,LIGHT,FL,2005-12-16 02:45:00,5,2005
Maryville,,SPHERE,TN,2005-12-16 08:00:00,5,2005
Newton,,CHEVRON,MA,2005-12-16 13:30:00,5,2005
Placentia,,DISK,CA,2005-12-16 19:15:00,5,2005
Spokane,,FIREBALL,WA,2005-12-16 21:30:00,5,2005
Hockinson,RED,SpaceShip,WA,2005-12-17 17:45:00,4,2005
St. Ignatius,,LIGHT,MT,2005-12-17 18:50:00,4,2005
Bridgewater,,CIRCLE,NJ,2005-12-17 21:17:00,4,2005
Jacksonville,,SpaceShip,FL,2005-12-17 21:30:00,4,2005
Van Nuys,,FLASH,CA,2005-12-18 13:10:00,8,2005
Knox,,SpaceShip,IN,2005-12-18 15:00:00,8,2005
Warwick,RED,SpaceShip,RI,2005-12-18 16:00:00,8,2005
Orland Park,,LIGHT,IL,2005-12-18 18:00:00,8,2005
Sault Ste. Marie,,LIGHT,MI,2005-12-18 18:14:00,8,2005
Council Bluffs,,SpaceShip,IA,2005-12-18 18:45:00,8,2005
Dover,YELLOW,DIAMOND,DE,2005-12-18 22:05:00,8,2005
Knox,RED BLUE,DISK,IN,2005-12-18 23:00:00,8,2005
Chicago,,FIREBALL,IL,2005-12-19 02:00:00,6,2005
Lockport,,CIRCLE,IL,2005-12-19 09:45:00,6,2005
Foely,,OVAL,AL,2005-12-19 11:00:00,6,2005
Atlanta,,CYLINDER,GA,2005-12-19 12:00:00,6,2005
Columbia,,FIREBALL,MS,2005-12-19 16:45:00,6,2005
Flint,,SpaceShip,MI,2005-12-19 19:00:00,6,2005
Rimersburg,BLUE,VARIOUS,PA,2005-12-20 00:00:00,6,2005
Burbank,,LIGHT,CA,2005-12-20 05:47:00,6,2005
Haysville,,FIREBALL,KS,2005-12-20 13:00:00,6,2005
Golden,,LIGHT,CO,2005-12-20 17:25:00,6,2005
Lawrence,,OVAL,MA,2005-12-20 19:00:00,6,2005
Sedro Woolley,,CHEVRON,WA,2005-12-20 21:00:00,6,2005
Dublin,,LIGHT,VA,2005-12-21 05:50:00,5,2005
Hoover,,OTHER,AL,2005-12-21 17:00:00,5,2005
Verona,,DISK,NY,2005-12-21 18:00:00,5,2005
Export,RED GREEN,FLASH,PA,2005-12-21 19:30:00,5,2005
Georgetown,,CIRCLE,TX,2005-12-21 21:00:00,5,2005
Queensbury,,FIREBALL,NY,2005-12-22 00:00:00,7,2005
Mesquite,,VARIOUS,NV,2005-12-22 17:00:00,7,2005
Agua Dulce,,EGG,CA,2005-12-22 19:10:00,7,2005
Paonia,,CIRCLE,CO,2005-12-22 19:30:00,7,2005
Lacon,,LIGHT,IL,2005-12-22 20:00:00,7,2005
Osceloa,,SpaceShip,IA,2005-12-22 20:40:00,7,2005
Osceola,,SpaceShip,IA,2005-12-22 21:40:00,7,2005
Bethel Park,,OVAL,PA,2005-12-23 06:00:00,10,2005
Lafayette,,FIREBALL,LA,2005-12-23 06:45:00,10,2005
Lenexa,,OTHER,KS,2005-12-23 07:45:00,10,2005
Hockessin,,SPHERE,DE,2005-12-23 13:36:00,10,2005
Tucson,,DISK,AZ,2005-12-23 17:00:00,10,2005
Abingdon,,OTHER,VA,2005-12-23 17:48:00,10,2005
Morehead,,CIRCLE,KY,2005-12-23 19:00:00,10,2005
Chester,,LIGHT,SC,2005-12-23 19:30:00,10,2005
Pound,BLUE,VARIOUS,VA,2005-12-23 20:45:00,10,2005
Charleston,,LIGHT,SC,2005-12-23 22:45:00,10,2005
Monroe,,CIRCLE,WA,2005-12-24 00:00:00,8,2005
Alpharetta,,OTHER,GA,2005-12-24 12:15:00,8,2005
Simi Valley,,LIGHT,CA,2005-12-24 14:15:00,8,2005
Philadelphia,,SpaceShip,PA,2005-12-24 19:35:00,8,2005
Jefferson,,EGG,GA,2005-12-24 21:00:00,8,2005
Plantation,RED ORANGE,FIREBALL,FL,2005-12-24 21:00:00,8,2005
Farmerville,,SPHERE,LA,2005-12-24 22:00:00,8,2005
Waxhaw,,DISK,NC,2005-12-24 22:45:00,8,2005
Rush,,CIGAR,NY,2005-12-25 10:15:00,4,2005
Conover,,SpaceShip,NC,2005-12-25 12:00:00,4,2005
Pflugerville,,LIGHT,TX,2005-12-25 20:11:00,4,2005
Anchorage,,LIGHT,AK,2005-12-25 23:30:00,4,2005
Scottsdale,,OTHER,AZ,2005-12-26 11:18:00,3,2005
Centralia,,OVAL,WA,2005-12-26 16:11:00,3,2005
Charlotte,ORANGE YELLOW,LIGHT,VT,2005-12-26 18:45:00,3,2005
Sacramento,ORANGE,TEARDROP,CA,2005-12-27 01:47:00,10,2005
Fairfax,RED,SPHERE,VA,2005-12-27 02:30:00,10,2005
Columbia,,LIGHT,MD,2005-12-27 03:20:00,10,2005
Salem,,SpaceShip,SC,2005-12-27 04:00:00,10,2005
Lombard,,LIGHT,IL,2005-12-27 17:05:00,10,2005
Lee,,LIGHT,MA,2005-12-27 18:30:00,10,2005
Manhattan,GREEN,CROSS,KS,2005-12-27 20:30:00,10,2005
Plano,,SPHERE,TX,2005-12-27 22:40:00,10,2005
Lehigh Acres,,SpaceShip,FL,2005-12-27 23:00:00,10,2005
Murphy,,LIGHT,NC,2005-12-27 23:30:00,10,2005
Charleston,,CIRCLE,WV,2005-12-28 05:00:00,8,2005
hampstead,,SPHERE,NH,2005-12-28 15:30:00,8,2005
Austin,,SpaceShip,TX,2005-12-28 18:00:00,8,2005
Orlando,,LIGHT,FL,2005-12-28 18:34:00,8,2005
Fort Collins,,LIGHT,CO,2005-12-28 20:30:00,8,2005
Miami,ORANGE,LIGHT,OK,2005-12-28 21:00:00,8,2005
Gaithersburg,,LIGHT,MD,2005-12-28 23:10:00,8,2005
Schoharie,,EGG,NY,2005-12-28 23:30:00,8,2005
Glendale,,LIGHT,AZ,2005-12-29 03:27:00,6,2005
Evanston,,LIGHT,IL,2005-12-29 03:30:00,6,2005
Escondido,,SPHERE,CA,2005-12-29 14:20:00,6,2005
Mounds,,LIGHT,IL,2005-12-29 19:00:00,6,2005
Summerville,ORANGE,SpaceShip,SC,2005-12-29 19:30:00,6,2005
Lake Havasu City,RED BLUE,DISK,AZ,2005-12-29 23:00:00,6,2005
Great Bend,,FIREBALL,KS,2005-12-30 03:00:00,5,2005
Melbourne,,DISK,AL,2005-12-30 13:25:00,5,2005
Lewisville,,LIGHT,TX,2005-12-30 18:15:00,5,2005
Plano,GREEN,FIREBALL,TX,2005-12-30 19:00:00,5,2005
Petelo,ORANGE,LIGHT,MO,2005-12-30 21:30:00,5,2005
Cumberland,GREEN,OTHER,ME,2005-12-31 01:00:00,3,2005
Quincy,,SPHERE,CA,2005-12-31 18:00:00,3,2005
San Luis,,LIGHT,AZ,2005-12-31 21:30:00,3,2005
San Francisco,ORANGE,LIGHT,CA,2006-01-01 00:06:00,9,2006
Claremore,,LIGHT,OK,2006-01-01 04:45:00,9,2006
Castle Rock,,LIGHT,CO,2006-01-01 15:45:00,9,2006
Albuquerque,,VARIOUS,NM,2006-01-01 17:00:00,9,2006
Crosslake,ORANGE,FIREBALL,ME,2006-01-01 17:00:00,9,2006
Brattleboro,,OTHER,VT,2006-01-01 21:30:00,9,2006
Milligan,RED,DIAMOND,CA,2006-01-01 22:30:00,9,2006
Rice,RED,DIAMOND,CA,2006-01-01 22:30:00,9,2006
San Antonio,,SpaceShip,TX,2006-01-01 23:00:00,9,2006
Ann Arbor,,VARIOUS,MI,2006-01-02 00:00:00,6,2006
Fredericksburg,,LIGHT,VA,2006-01-02 00:00:00,6,2006
Pie Town,,DIAMOND,NM,2006-01-02 11:39:00,6,2006
Venice,,CIRCLE,FL,2006-01-02 14:30:00,6,2006
Harlingen,,CONE,TX,2006-01-02 17:15:00,6,2006
Cairo,,LIGHT,IL,2006-01-02 19:00:00,6,2006
dont know,,SpaceShip,TX,2006-01-03 02:00:00,11,2006
not sure,,SpaceShip,TX,2006-01-03 02:00:00,11,2006
West Olive,,LIGHT,MI,2006-01-03 03:21:00,11,2006
West Olive,,OTHER,MI,2006-01-03 04:08:00,11,2006
La Quinta,,LIGHT,CA,2006-01-03 05:45:00,11,2006
Lantana,,LIGHT,FL,2006-01-03 06:00:00,11,2006
Fountain,,LIGHT,CO,2006-01-03 09:00:00,11,2006
,,SPHERE,VT,2006-01-03 12:12:00,11,2006
Monrovia,,RECTANGLE,CA,2006-01-03 16:15:00,11,2006
Aliceville,,SPHERE,AL,2006-01-03 18:50:00,11,2006
Denver,,FIREBALL,CO,2006-01-03 23:55:00,11,2006
Sequim,,LIGHT,WA,2006-01-04 00:00:00,15,2006
Grand Forks,GREEN,LIGHT,ND,2006-01-04 05:00:00,15,2006
Orange Park,,OVAL,FL,2006-01-04 05:40:00,15,2006
Athens,,SpaceShip,GA,2006-01-04 06:28:00,15,2006
Columbus,,FIREBALL,MT,2006-01-04 07:00:00,15,2006
Scotland,,LIGHT,PA,2006-01-04 07:45:00,15,2006
Mt. Pleasant,,OVAL,SC,2006-01-04 13:20:00,15,2006
Little Rock,ORANGE,OVAL,AR,2006-01-04 16:50:00,15,2006
Fletcher,,OVAL,NC,2006-01-04 17:20:00,15,2006
Gulf Breeze,ORANGE,FIREBALL,FL,2006-01-04 19:30:00,15,2006
Los Angeles,,FIREBALL,CA,2006-01-04 22:00:00,15,2006
Lake Elsinore,GREEN,OVAL,CA,2006-01-04 22:30:00,15,2006
Santa Monica,GREEN,LIGHT,CA,2006-01-04 22:30:00,15,2006
Aliso Viejo,,OTHER,CA,2006-01-04 22:50:00,15,2006
Encinitas,GREEN,FIREBALL,CA,2006-01-04 23:12:00,15,2006
Pasco,,LIGHT,WA,2006-01-05 00:00:00,8,2006
Newport Beach,,CIRCLE,CA,2006-01-05 12:00:00,8,2006
Santa Ana,ORANGE,TEARDROP,CA,2006-01-05 12:30:00,8,2006
Chestnut Hill,RED,LIGHT,TN,2006-01-05 13:10:00,8,2006
Idaho,,SpaceShip,ID,2006-01-05 15:00:00,8,2006
Provo,,SpaceShip,UT,2006-01-05 17:35:00,8,2006
Roswell,,FLASH,NM,2006-01-05 18:45:00,8,2006
Poway,,LIGHT,CA,2006-01-05 21:30:00,8,2006
Houston,,LIGHT,TX,2006-01-06 00:00:00,2,2006
Whitehouse,,DISK,TX,2006-01-06 04:00:00,2,2006
Phoenix,GREEN,SPHERE,AZ,2006-01-07 02:25:00,9,2006
High Point,GREEN,FIREBALL,NC,2006-01-07 02:40:00,9,2006
Lyme Regis,,SpaceShip,TN,2006-01-07 06:40:00,9,2006
Fairfield,,CIRCLE,CT,2006-01-07 13:00:00,9,2006
Hillside,,CIGAR,NJ,2006-01-07 14:00:00,9,2006
Mt. Lookout,,CIGAR,WV,2006-01-07 17:30:00,9,2006
Coxsackie,RED,SpaceShip,NY,2006-01-07 18:00:00,9,2006
Miamisburg,,RECTANGLE,OH,2006-01-07 19:45:00,9,2006
West Point,,LIGHT,TX,2006-01-07 22:00:00,9,2006
Panama City Beach,,SPHERE,FL,2006-01-08 00:00:00,7,2006
Aurora,,LIGHT,CO,2006-01-08 06:05:00,7,2006
Sequim,,OTHER,WA,2006-01-08 14:00:00,7,2006
Huntsville,,DISK,TX,2006-01-08 20:00:00,7,2006
Orlando,,LIGHT,FL,2006-01-08 21:00:00,7,2006
Pembroke Pines,RED BLUE,SpaceShip,FL,2006-01-08 21:00:00,7,2006
Palm Springs,,RECTANGLE,CA,2006-01-08 22:00:00,7,2006
Minnesota,,SpaceShip,MN,2006-01-09 07:38:00,5,2006
Wellfleet,,OTHER,MA,2006-01-09 18:00:00,5,2006
El Segundo,,FIREBALL,CA,2006-01-09 18:53:00,5,2006
Manhattan Beach,,LIGHT,CA,2006-01-09 18:54:00,5,2006
Mesa,,SpaceShip,AZ,2006-01-09 20:00:00,5,2006
La Crosse,,OTHER,WI,2006-01-10 04:00:00,4,2006
Plymouth,,LIGHT,MN,2006-01-10 04:00:00,4,2006
Elmira,,LIGHT,NY,2006-01-10 12:30:00,4,2006
Gladstone,BLUE,LIGHT,MO,2006-01-10 18:30:00,4,2006
North Plainsfield,RED,CONE,NJ,2006-01-11 04:38:00,3,2006
Gainesville,,OVAL,FL,2006-01-11 23:00:00,3,2006
Branchland,,SpaceShip,WV,2006-01-11 23:52:00,3,2006
Cyril,,SpaceShip,OK,2006-01-12 02:00:00,6,2006
Sicklerville,,LIGHT,NJ,2006-01-12 05:54:00,6,2006
Laurel,,FIREBALL,MT,2006-01-12 07:00:00,6,2006
Littleton,,DISK,CO,2006-01-12 16:34:00,6,2006
South Kingstown,,LIGHT,RI,2006-01-12 17:05:00,6,2006
New Cumberland,,LIGHT,PA,2006-01-12 19:00:00,6,2006
West Islip,,LIGHT,NY,2006-01-13 01:30:00,7,2006
Providence,,TEARDROP,RI,2006-01-13 02:20:00,7,2006
Hudson,,LIGHT,NH,2006-01-13 04:00:00,7,2006
Lebec,,LIGHT,CA,2006-01-13 15:12:00,7,2006
Sallisaw,,FIREBALL,OK,2006-01-13 17:30:00,7,2006
Sallisaw,,FIREBALL,OK,2006-01-13 18:36:00,7,2006
Citrus Heights,,SpaceShip,CA,2006-01-13 20:00:00,7,2006
Mendenhall,,DIAMOND,MS,2006-01-14 10:10:00,6,2006
Fergus Falls,,OVAL,MN,2006-01-14 13:00:00,6,2006
Sandersville,,LIGHT,GA,2006-01-14 19:47:00,6,2006
Fletcher,,SpaceShip,NC,2006-01-14 20:00:00,6,2006
Clermont,,CIRCLE,FL,2006-01-14 20:30:00,6,2006
Portland,,CIRCLE,OR,2006-01-14 22:46:00,6,2006
Wilmington,,SpaceShip,IL,2006-01-15 00:00:00,9,2006
Waterloo,,SPHERE,NY,2006-01-15 02:00:00,9,2006
Moberly,,SpaceShip,MO,2006-01-15 10:15:00,9,2006
Charleston ??,,OTHER,SC,2006-01-15 15:00:00,9,2006
Sedona,,LIGHT,AZ,2006-01-15 19:30:00,9,2006
Centralia,,RECTANGLE,IL,2006-01-15 20:15:00,9,2006
Clermont,,VARIOUS,FL,2006-01-15 21:00:00,9,2006
Fulton,,CIRCLE,NY,2006-01-15 21:00:00,9,2006
Synder,,OTHER,TX,2006-01-15 23:00:00,9,2006
Freeport,,LIGHT,ME,2006-01-16 21:00:00,4,2006
Wallingford,RED,OVAL,CT,2006-01-16 22:15:00,4,2006
Clinton,,CIRCLE,ME,2006-01-16 23:00:00,4,2006
Decatur,,DISK,TX,2006-01-16 23:00:00,4,2006
Orange Grove,YELLOW,RECTANGLE,TX,2006-01-17 06:00:00,5,2006
Bellevue,,CIRCLE,WA,2006-01-17 12:00:00,5,2006
Phoenix,,OTHER,AZ,2006-01-17 15:20:00,5,2006
Folsom,,SpaceShip,CA,2006-01-17 18:00:00,5,2006
King of Prussia,,SPHERE,PA,2006-01-17 22:30:00,5,2006
Natchitoches,ORANGE,LIGHT,LA,2006-01-18 03:00:00,7,2006
"Opposite of Clearview hill, Clearview",,DISK,WA,2006-01-18 09:05:00,7,2006
Palm Beach Gardens,,LIGHT,FL,2006-01-18 09:49:00,7,2006
Annapolis,,OVAL,MD,2006-01-18 15:00:00,7,2006
Hampstead,,SpaceShip,NH,2006-01-18 16:20:00,7,2006
Almere,RED,OTHER,FL,2006-01-18 18:15:00,7,2006
Goodland,ORANGE,LIGHT,KS,2006-01-18 19:43:00,7,2006
Currituck,,FIREBALL,NC,2006-01-19 04:00:00,8,2006
Wakefield,,LIGHT,RI,2006-01-19 05:00:00,8,2006
Byron,,SpaceShip,IL,2006-01-19 11:31:00,8,2006
Beach Lake,,SpaceShip,PA,2006-01-19 19:00:00,8,2006
Torrance,,OTHER,CA,2006-01-19 19:00:00,8,2006
Wimberley,,SpaceShip,TX,2006-01-19 19:00:00,8,2006
Mountain Grove,ORANGE,CIRCLE,MO,2006-01-19 19:45:00,8,2006
Riverside,,SpaceShip,CA,2006-01-19 23:00:00,8,2006
Callaway,,LIGHT,VA,2006-01-20 19:20:00,2,2006
Abilene,ORANGE,LIGHT,TX,2006-01-20 21:30:00,2,2006
Fairborn,,LIGHT,OH,2006-01-21 00:00:00,7,2006
Tampa,RED,LIGHT,FL,2006-01-21 00:00:00,7,2006
Aurora,ORANGE YELLOW GREEN,LIGHT,CO,2006-01-21 16:15:00,7,2006
Merriam,YELLOW,OTHER,KS,2006-01-21 17:45:00,7,2006
Berkley,,OTHER,MA,2006-01-21 18:30:00,7,2006
Dickens,,OTHER,TX,2006-01-21 21:45:00,7,2006
Pe Ell,BLUE,LIGHT,WA,2006-01-21 22:00:00,7,2006
Woodbridge,,OVAL,VA,2006-01-22 09:44:00,3,2006
Battle Creek,,SPHERE,MI,2006-01-22 19:00:00,3,2006
Brunswick,,LIGHT,ME,2006-01-22 20:00:00,3,2006
Westbranch,,LIGHT,MI,2006-01-23 03:00:00,4,2006
Callaway,,LIGHT,VA,2006-01-23 17:50:00,4,2006
Wyckoff,,LIGHT,NJ,2006-01-23 21:50:00,4,2006
Midland,,LIGHT,TX,2006-01-23 22:35:00,4,2006
Stanwood,,LIGHT,WA,2006-01-24 01:00:00,8,2006
Willow Creek,,LIGHT,CA,2006-01-24 02:30:00,8,2006
Sunrise Beach Village,,LIGHT,TX,2006-01-24 15:30:00,8,2006
